rank,image_id,file_name,split,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
69,train_quadrant_enumeration_disease_157,train_645.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
70,train_quadrant_enumeration_disease_238,train_561.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
71,train_quadrant_enumeration_disease_391,train_369.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
72,train_quadrant_enumeration_disease_240,train_455.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
73,train_quadrant_enumeration_disease_218,train_347.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
74,train_quadrant_enumeration_disease_248,train_287.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
75,train_quadrant_enumeration_disease_213,train_392.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
76,train_quadrant_enumeration_disease_20,train_324.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
77,train_quadrant_enumeration_disease_199,train_570.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
78,train_quadrant_enumeration_disease_186,train_330.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
79,train_quadrant_enumeration_disease_510,train_296.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
80,train_quadrant_enumeration_disease_264,train_228.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
81,train_quadrant_enumeration_disease_269,train_160.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
82,train_quadrant_enumeration_disease_27,train_453.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
83,train_quadrant_enumeration_disease_29,train_229.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
84,train_quadrant_enumeration_disease_185,train_615.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
85,train_quadrant_enumeration_disease_307,train_312.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
86,train_quadrant_enumeration_disease_179,train_407.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
87,train_quadrant_enumeration_disease_316,train_299.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
88,train_quadrant_enumeration_disease_317,train_115.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
89,train_quadrant_enumeration_disease_336,train_662.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
90,train_quadrant_enumeration_disease_341,train_363.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
91,train_quadrant_enumeration_disease_347,train_408.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
92,train_quadrant_enumeration_disease_350,train_699.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
93,train_quadrant_enumeration_disease_351,train_65.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
94,train_quadrant_enumeration_disease_172,train_331.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
95,train_quadrant_enumeration_disease_354,train_297.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
96,train_quadrant_enumeration_disease_168,train_274.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
97,validation_triple_9,val_20.png,validation_triple,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
98,train_quadrant_enumeration_disease_449,train_142.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
99,train_quadrant_enumeration_disease_558,train_516.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
100,validation_triple_10,val_3.png,validation_triple,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
101,train_quadrant_enumeration_disease_93,train_521.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
102,train_quadrant_enumeration_disease_570,train_70.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
103,train_quadrant_enumeration_disease_579,train_230.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
104,train_quadrant_enumeration_disease_585,train_32.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
105,train_quadrant_enumeration_disease_590,train_21.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
106,train_quadrant_enumeration_disease_596,train_574.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
107,train_quadrant_enumeration_disease_601,train_380.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
108,train_quadrant_enumeration_disease_696,train_238.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
109,train_quadrant_enumeration_disease_605,train_520.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
110,train_quadrant_enumeration_disease_694,train_389.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
111,train_quadrant_enumeration_disease_693,train_33.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
112,train_quadrant_enumeration_disease_692,train_111.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
113,train_quadrant_enumeration_disease_682,train_52.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
114,train_quadrant_enumeration_disease_606,train_163.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
115,train_quadrant_enumeration_disease_609,train_186.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
116,train_quadrant_enumeration_disease_613,train_384.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
117,train_quadrant_enumeration_disease_681,train_227.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
118,train_quadrant_enumeration_disease_674,train_323.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
119,train_quadrant_enumeration_disease_623,train_114.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
120,train_quadrant_enumeration_disease_624,train_318.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
121,train_quadrant_enumeration_disease_625,train_395.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
122,train_quadrant_enumeration_disease_673,train_45.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
123,train_quadrant_enumeration_disease_564,train_678.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
124,train_quadrant_enumeration_disease_573,train_15.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
125,train_quadrant_enumeration_disease_549,train_504.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
126,validation_triple_7,val_39.png,validation_triple,1,0,-,31,"11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
127,validation_triple_37,val_48.png,validation_triple,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
128,train_quadrant_enumeration_disease_540,train_149.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
129,train_quadrant_enumeration_disease_519,train_203.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
130,train_quadrant_enumeration_disease_535,train_659.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
131,train_quadrant_enumeration_disease_554,train_167.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
132,train_quadrant_enumeration_disease_226,train_676.png,train_quadrant_enumeration_disease,2,0,-,30,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.5,sparse_annotation,"missing_codes(+1.50), sparse_annotation(+5.0)"
133,train_quadrant_enumeration_disease_203,train_22.png,train_quadrant_enumeration_disease,2,0,-,30,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47",0,0,False,-,6.5,sparse_annotation,"missing_codes(+1.50), sparse_annotation(+5.0)"
134,train_quadrant_enumeration_disease_243,train_623.png,train_quadrant_enumeration_disease,2,0,-,30,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.5,sparse_annotation,"missing_codes(+1.50), sparse_annotation(+5.0)"
135,train_quadrant_enumeration_disease_685,train_329.png,train_quadrant_enumeration_disease,2,0,-,30,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.5,sparse_annotation,"missing_codes(+1.50), sparse_annotation(+5.0)"
136,validation_triple_39,val_42.png,validation_triple,2,0,-,30,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.5,sparse_annotation,"missing_codes(+1.50), sparse_annotation(+5.0)"
137,train_quadrant_enumeration_disease_113,train_457.png,train_quadrant_enumeration_disease,2,0,-,30,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47",0,0,False,-,6.5,sparse_annotation,"missing_codes(+1.50), sparse_annotation(+5.0)"
138,train_quadrant_enumeration_disease_109,train_683.png,train_quadrant_enumeration_disease,2,0,-,30,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.5,sparse_annotation,"missing_codes(+1.50), sparse_annotation(+5.0)"
