rank,label_file,image_id,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
431,cate7-00105_jpg.rf.c78ec07e8fd0e62ebf9cdabca0ec4770.txt,cate7-00105,28,0,-,4,"14, 24, 34, 44",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
432,cate7-00080_jpg.rf.a2d872feea4a01def68aee2026aef100.txt,cate7-00080,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
433,cate6-00009_jpg.rf.cb2f9d02d718a9fbe6515a74e7a0728d.txt,cate6-00009,28,0,-,4,"12, 22, 42, 44",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
434,cate7-00068_jpg.rf.89180b06ee83a983a161563b1fc465f2.txt,cate7-00068,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
435,cate8-00437_jpg.rf.ad26c049794c36d231e96951bd0482c6.txt,cate8-00437,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
436,cate8-00437_jpg.rf.698a3864a8332510783110161c0a0479.txt,cate8-00437,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
437,cate8-00437_jpg.rf.035b6baf7cef73892fde2c5de8081174.txt,cate8-00437,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
438,cate8-00311_jpg.rf.01c8c4b6e41f02c88a473ea853f07c50.txt,cate8-00311,28,0,-,4,"18, 26, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
439,cate8-00311_jpg.rf.5bbbee6c9e2c1cc6201a37de1820414a.txt,cate8-00311,28,0,-,4,"18, 26, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
440,cate8-00311_jpg.rf.c0380dbdc4518f0ab81bacb539abb162.txt,cate8-00311,28,0,-,4,"18, 26, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
441,cate6-00115_jpg.rf.4c525a1e07293b84ad8ee02893dccd9d.txt,cate6-00115,28,0,-,4,"16, 26, 44, 45",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
442,cate6-00115_jpg.rf.a03a9a455540bae5a987b78c9b06e164.txt,cate6-00115,28,0,-,4,"16, 26, 44, 45",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
443,cate6-00115_jpg.rf.d342545c260af4797e803c06ea96541a.txt,cate6-00115,28,0,-,4,"16, 26, 44, 45",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
444,cate7-00008_jpg.rf.73d8483560b93e61974c5bd0cb8e15b0.txt,cate7-00008,28,0,-,4,"14, 18, 24, 28",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
445,cate7-00008_jpg.rf.af82de70575e1a1fa19b364217c51f34.txt,cate7-00008,28,0,-,4,"14, 18, 24, 28",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
446,cate7-00020_jpg.rf.156cd76ee010462b75b1992d5bbf95da.txt,cate7-00020,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
447,cate7-00020_jpg.rf.2531ebb50b4c5a73a4f454312be08822.txt,cate7-00020,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
448,cate7-00020_jpg.rf.84608ed6844762a7342990d821d0ab42.txt,cate7-00020,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
449,cate8-00317_jpg.rf.7b8345ded3b4e1c41dae9af5a8b25cf5.txt,cate8-00317,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
450,cate8-00317_jpg.rf.c1cb14a5a2affc177e329ee15edc977c.txt,cate8-00317,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
451,cate8-00317_jpg.rf.d7bee381b0d65835ad8a8cbb80ca7dc0.txt,cate8-00317,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
452,cate7-00044_jpg.rf.ae1cd65e6b07ed1d1aa580a7c3b01920.txt,cate7-00044,28,0,-,4,"18, 28, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
453,cate7-00062_jpg.rf.3f2b9aa095949c194a1376f20d1f8805.txt,cate7-00062,28,0,-,4,"16, 26, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
454,cate7-00062_jpg.rf.d09401206a92456ef1e617de6991a3e4.txt,cate7-00062,28,0,-,4,"16, 26, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
455,cate8-00281_jpg.rf.8b0e7c9f7818acaa43137e41fb2fb226.txt,cate8-00281,28,0,-,4,"14, 18, 36, 47",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
456,cate7-00062_jpg.rf.e832b8dc0590022546159b093f9dd51d.txt,cate7-00062,28,0,-,4,"16, 26, 36, 46",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
457,cate9-00040_jpg.rf.ac665e4a5574a7653c1d0bdcf0c028b4.txt,cate9-00040,28,0,-,4,"15, 25, 35, 45",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
458,cate10-00090_jpg.rf.56cc8f337841b2f5d5c6b59eaff05e3b.txt,cate10-00090,28,0,-,4,"36, 38, 46, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
459,cate10-00018_jpg.rf.e2fee68ab8c4d58743e6099bb6ccb597.txt,cate10-00018,28,0,-,4,"16, 18, 26, 28",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
460,cate10-00090_jpg.rf.ce2db00d6aa9309866f2126dcfedb998.txt,cate10-00090,28,0,-,4,"36, 38, 46, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
461,cate10-00114_jpg.rf.8bd5efa8118e62908fc3eb558cab6855.txt,cate10-00114,28,0,-,4,"16, 36, 37, 47",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
462,cate10-00114_jpg.rf.ff6a82716e5952b5fe2335cc49c4ce48.txt,cate10-00114,28,0,-,4,"16, 36, 37, 47",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
463,cate10-00114_jpg.rf.0b4b5fb255f359f67147cbba792fa32b.txt,cate10-00114,28,0,-,4,"16, 36, 37, 47",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
464,cate10-00090_jpg.rf.00f0e4d69b4463067ab4cfd5861d03fb.txt,cate10-00090,28,0,-,4,"36, 38, 46, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
465,cate10-00077_jpg.rf.55ee1c2653c81cd69cbbb3c35f5ce8cf.txt,cate10-00077,28,0,-,4,"16, 26, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
466,cate10-00077_jpg.rf.ec56afc535c753c1dec0416c28550d02.txt,cate10-00077,28,0,-,4,"16, 26, 38, 48",0,0,False,-,0.2,missing_codes,missing_codes(+0.20)
467,cate8-00058_jpg.rf.d31b88e25962a40a2ef50b160c2bbdbe.txt,cate8-00058,29,0,-,3,"38, 45, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
468,cate8-00269_jpg.rf.52b23eb0ac69e7b6a44858b3ac7d5ec6.txt,cate8-00269,29,0,-,3,"35, 45, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
469,cate8-00347_jpg.rf.96e7af522f1791ea3f35180495dfff37.txt,cate8-00347,29,0,-,3,"26, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
470,cate8-00347_jpg.rf.b91e56f649425c08edd69986ca9c971e.txt,cate8-00347,29,0,-,3,"26, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
471,cate8-00347_jpg.rf.d2137257ed6addf1b5b510110e6f0780.txt,cate8-00347,29,0,-,3,"26, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
472,cate8-00269_jpg.rf.46734ed793a21757802f9c3eab4bbc92.txt,cate8-00269,29,0,-,3,"35, 45, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
473,cate8-00267_jpg.rf.8303c47ab0c59b7d7ae202f0041fcf20.txt,cate8-00267,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
474,cate8-00044_jpg.rf.6f53af0516b769771c3f85558f053841.txt,cate8-00044,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
475,cate8-00058_jpg.rf.b34ab25bbecaa34eec1dc53b63b7a3ed.txt,cate8-00058,29,0,-,3,"38, 45, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
476,cate8-00044_jpg.rf.a69aebc8cbfdd1f94e0d317baea0dcc4.txt,cate8-00044,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
477,cate8-00267_jpg.rf.448731e1dbac9e27b7874299936762dc.txt,cate8-00267,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
478,cate8-00341_jpg.rf.678cf2814ef186d40a05a7e3895fbb6d.txt,cate8-00341,29,0,-,3,"18, 28, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
479,cate8-00419_jpg.rf.6a17107da8a839b1deb9a60897586bdc.txt,cate8-00419,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
480,cate8-00058_jpg.rf.955a022020549a935388bc82e8e8bf8b.txt,cate8-00058,29,0,-,3,"38, 45, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
481,cate8-00341_jpg.rf.940a243594c649eb26266b317d349e51.txt,cate8-00341,29,0,-,3,"18, 28, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
482,cate8-00335_jpg.rf.949ac5f470711f6ace15d5e12c297595.txt,cate8-00335,29,0,-,3,"12, 22, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
483,cate8-00341_jpg.rf.64724001e9633ae9ed9dae0026b7d7e1.txt,cate8-00341,29,0,-,3,"18, 28, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
484,cate8-00335_jpg.rf.cde34b5580804d14e0d0a53c2774526c.txt,cate8-00335,29,0,-,3,"12, 22, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
485,cate7-00038_jpg.rf.febaeccf29df150d7273eb01633e9dee.txt,cate7-00038,29,0,-,3,"36, 46, 47",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
486,cate7-00038_jpg.rf.a932728303d10187182ed8a5ace16523.txt,cate7-00038,29,0,-,3,"36, 46, 47",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
487,cate7-00038_jpg.rf.2eaf40996204f27d193683f7f1901521.txt,cate7-00038,29,0,-,3,"36, 46, 47",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
488,cate10-00036_jpg.rf.ea49679c987ad05267c5c26db898aaa5.txt,cate10-00036,29,0,-,3,"36, 37, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
489,cate7-00112_jpg.rf.1b66981cb850d62bcd202c52d6ac303e.txt,cate7-00112,29,0,-,3,"15, 36, 44",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
490,cate7-00112_jpg.rf.32932ed7776334b0f531295a27f30e59.txt,cate7-00112,29,0,-,3,"15, 36, 44",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
491,cate8-00005_jpg.rf.6cf69d25c438988ebddc53c9c676bd31.txt,cate8-00005,29,0,-,3,"36, 37, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
492,cate7-00014_jpg.rf.b6e7d5cf3469969cd7fdb18f45969c2f.txt,cate7-00014,29,0,-,3,"14, 28, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
493,cate7-00014_jpg.rf.818ab9ba82fa72e19ee05158d92fc984.txt,cate7-00014,29,0,-,3,"14, 28, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
494,cate7-00014_jpg.rf.1c66ed69d704bbe59a516a3358f48f49.txt,cate7-00014,29,0,-,3,"14, 28, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
495,cate10-00006_jpg.rf.c6d7873a0bfd6fef3c22ccd7237b8263.txt,cate10-00006,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
496,cate10-00006_jpg.rf.b74997f6dded56cc38eed5a381ef5047.txt,cate10-00006,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
497,cate10-00006_jpg.rf.4066f0fa821c8e29b311f4b9b822e17c.txt,cate10-00006,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
498,cate8-00335_jpg.rf.854d187e3b781f7026d6aa417b80d1ad.txt,cate8-00335,29,0,-,3,"12, 22, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
499,cate8-00269_jpg.rf.83df70b18e2c31704d8d0dafdfce5460.txt,cate8-00269,29,0,-,3,"35, 45, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
500,cate8-00017_jpg.rf.d33a36a6e5743f8b8d81b77ca7901dba.txt,cate8-00017,29,0,-,3,"16, 26, 36",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
501,cate8-00419_jpg.rf.9b8063931a5f0eca0de6c74f8f920049.txt,cate8-00419,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
502,cate8-00419_jpg.rf.888808684f432f6b4e303958df0039a0.txt,cate8-00419,29,0,-,3,"18, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
503,cate8-00044_jpg.rf.5b6da0ed336f868917b811e0aee97a91.txt,cate8-00044,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
504,cate9-00028_jpg.rf.efc51f48960760aff64535936dd7669c.txt,cate9-00028,29,0,-,3,"14, 25, 45",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
505,cate8-00166_jpg.rf.76201a51aaebc0e1813c8d203a2deafa.txt,cate8-00166,29,0,-,3,"26, 38, 48",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
506,cate8-00443_jpg.rf.4efdaa52bab906febfe1407e8c6f129f.txt,cate8-00443,29,0,-,3,"26, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
507,cate8-00433_jpg.rf.42d90162547c2ab8267eb9393bee2621.txt,cate8-00433,29,0,-,3,"18, 28, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
508,cate8-00433_jpg.rf.d2de4b621c8e1324dfa0f74674070cc3.txt,cate8-00433,29,0,-,3,"18, 28, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
509,cate8-00210_jpg.rf.976add877ebfcf75311ab074d9c88a52.txt,cate8-00210,29,0,-,3,"18, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
510,cate8-00443_jpg.rf.74089925ff6624b59cfeb919c75548f4.txt,cate8-00443,29,0,-,3,"26, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
511,cate8-00433_jpg.rf.2ebc99343ff70c6cd48b32bb39d4f1d9.txt,cate8-00433,29,0,-,3,"18, 28, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
512,cate8-00119_jpg.rf.793b5f9bd2145f2640b4973075cd6c2e.txt,cate8-00119,29,0,-,3,"28, 34, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
513,cate8-00119_jpg.rf.da38166875d4321c3e24ce39701807c3.txt,cate8-00119,29,0,-,3,"28, 34, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
514,cate8-00119_jpg.rf.de2a3e8afca1e0515691839709fa1e50.txt,cate8-00119,29,0,-,3,"28, 34, 38",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
515,cate8-00443_jpg.rf.35063d3dec7ab93e4e2b9361552342b6.txt,cate8-00443,29,0,-,3,"26, 36, 46",0,0,False,-,0.15,missing_codes,missing_codes(+0.15)
516,cate8-00001_jpg.rf.9d4edda05a747daa5731fe2b6807d334.txt,cate8-00001,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
517,cate8-00318_jpg.rf.d49e004dc3eabd9c92027cd9ce640a35.txt,cate8-00318,30,0,-,2,"36, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
518,cate10-00012_jpg.rf.cd660ac6ee607fc1e309c9ecf1c4884d.txt,cate10-00012,30,0,-,2,"16, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
519,cate8-00209_jpg.rf.5275ee11926b2ff80eae18e3062bf23a.txt,cate8-00209,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
520,cate10-00012_jpg.rf.056712c3b19c9ecf7373baebfad6f66a.txt,cate10-00012,30,0,-,2,"16, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
521,cate8-00318_jpg.rf.9c38532c41038b46ed0c9cbc143e63d5.txt,cate8-00318,30,0,-,2,"36, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
522,cate8-00318_jpg.rf.a2e1126927fa2e8add5870ab9785636b.txt,cate8-00318,30,0,-,2,"36, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
523,cate10-00012_jpg.rf.e59bcf8d667a84971a6d1dd831c4b9f9.txt,cate10-00012,30,0,-,2,"16, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
524,cate8-00149_jpg.rf.74b75219fd6c9070f717103be835a675.txt,cate8-00149,30,0,-,2,"16, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
525,cate8-00087_jpg.rf.d9c6653928f68d7da040913e8a2cf79d.txt,cate8-00087,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
526,cate8-00323_jpg.rf.40365ebe31bd5ff73e44c6aba65928dc.txt,cate8-00323,30,0,-,2,"16, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
527,cate8-00323_jpg.rf.8f0f641400afdb2aaaeb3426b1da0807.txt,cate8-00323,30,0,-,2,"16, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
528,cate8-00152_jpg.rf.1554096b21f0bcd0fb09e83dd41602f1.txt,cate8-00152,30,0,-,2,"37, 47",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
529,cate8-00011_jpg.rf.c1505231652c384d6c4796287ade1cfb.txt,cate8-00011,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
530,cate8-00209_jpg.rf.a6065d2c02bea08bd06e3de1030a0536.txt,cate8-00209,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
531,cate8-00209_jpg.rf.f35127c88c5873b2f8ac36a2c620acd7.txt,cate8-00209,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
532,cate8-00087_jpg.rf.0a59a1556ec1e253da571f4575b7cfb3.txt,cate8-00087,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
533,cate8-00023_jpg.rf.184ac11d1b3c0f4a1b030d9e1526b705.txt,cate8-00023,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
534,cate8-00215_jpg.rf.82010df7c6366f93700f04dd4e7bbdc6.txt,cate8-00215,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
535,cate8-00217_jpg.rf.4239ab7eb56769ea00ffe002e21f10b8.txt,cate8-00217,30,0,-,2,"15, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
536,cate8-00323_jpg.rf.ad7283a7025b536be75c730465565c9a.txt,cate8-00323,30,0,-,2,"16, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
537,cate7-00032_jpg.rf.7eb63fb11fac0b62f8af7efaa8194328.txt,cate7-00032,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
538,cate7-00032_jpg.rf.5056d50080bfacbdb3aee8826ea21fee.txt,cate7-00032,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
539,cate7-00098_jpg.rf.2bf50d90633f155086b34495c9d6f562.txt,cate7-00098,30,0,-,2,"18, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
540,cate5-00030_jpg.rf.004b42c07455ba42f53a07a344cc4109.txt,cate5-00030,30,0,-,2,"16, 25",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
541,cate10-00084_jpg.rf.85ec6a4ebe490441c7810204ac7349e8.txt,cate10-00084,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
542,cate10-00092_jpg.rf.07a3664696ead2eca398494a634c93cf.txt,cate10-00092,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
543,cate10-00092_jpg.rf.800868a96cc8774b7afdd82da821d055.txt,cate10-00092,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
544,cate10-00084_jpg.rf.28a9a7a29e2435a28672832b6f727d59.txt,cate10-00084,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
545,cate10-00084_jpg.rf.026c68517cabe3cb29fc79ac09c50793.txt,cate10-00084,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
546,cate8-00152_jpg.rf.cd421f20aa5c6e68f137d622b3448781.txt,cate8-00152,30,0,-,2,"37, 47",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
547,cate10-00072_jpg.rf.b728d79504745fe3873553eb51d780a2.txt,cate10-00072,30,0,-,2,"15, 25",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
548,cate10-00072_jpg.rf.91d3de6f73923fd0b7dc3625708dd903.txt,cate10-00072,30,0,-,2,"15, 25",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
549,cate10-00072_jpg.rf.103bc7aee3af6b953a340774e274ee2b.txt,cate10-00072,30,0,-,2,"15, 25",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
550,cate10-00092_jpg.rf.f0cfeaea8954fc1227e2c6b581200760.txt,cate10-00092,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
551,cate7-00098_jpg.rf.45684eeb6a0b1b34aa4c04c8170616c3.txt,cate7-00098,30,0,-,2,"18, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
552,cate8-00023_jpg.rf.69362c6be68b1d4e0f724f8f8e398f86.txt,cate8-00023,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
553,cate7-00098_jpg.rf.f85ba27bca73b47ff666a2613dd0e397.txt,cate7-00098,30,0,-,2,"18, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
554,cate7-00104_jpg.rf.755fda6da3d9dbafaff1c7be18013a48.txt,cate7-00104,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
555,cate7-00104_jpg.rf.88dc4ab1c10a426ce2a3f6348a5ca5c9.txt,cate7-00104,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
556,cate7-00104_jpg.rf.f776b4064893c3c43d0af221c79478cf.txt,cate7-00104,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
557,cate9-00034_jpg.rf.f67af3c1225f6f27f7527e09a3160288.txt,cate9-00034,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
558,cate9-00034_jpg.rf.83b481150a51a0b186a1f4bb0f1910a6.txt,cate9-00034,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
559,cate9-00034_jpg.rf.2cd22751de9c09771af40b6e6caf18a0.txt,cate9-00034,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
560,cate8-00152_jpg.rf.8e3406e148effb6d0c5e89a1a1929c5d.txt,cate8-00152,30,0,-,2,"37, 47",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
561,cate10-00027_jpg.rf.dcef59f7280d31971dfa021de87c46d6.txt,cate10-00027,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
562,cate10-00020_jpg.rf.854908ccabca768285c56c1fe9a7981a.txt,cate10-00020,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
563,cate7-00032_jpg.rf.fc1e4fb732ca24041661d1e805432319.txt,cate7-00032,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
564,cate8-00123_jpg.rf.dc09677b0cc42d1f1d4f7b2619759349.txt,cate8-00123,30,0,-,2,"18, 26",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
565,cate5-00030_jpg.rf.c5b81054ce093534f94022eb9b2a1545.txt,cate5-00030,30,0,-,2,"16, 25",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
566,cate8-00023_jpg.rf.b2e358f22850af1b16d860cc49bd25fc.txt,cate8-00023,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
567,cate8-00407_jpg.rf.d4d8a2efa2ee0879c0287c4ef370e123.txt,cate8-00407,30,0,-,2,"16, 26",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
568,cate8-00065_jpg.rf.1950a5f867fd319f4085138a13bf80cb.txt,cate8-00065,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
569,cate8-00382_jpg.rf.6509b2217ce00a598880c341bf23b72f.txt,cate8-00382,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
570,cate8-00382_jpg.rf.751b3b3d72c793e7acfdadd058bb75bf.txt,cate8-00382,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
571,cate6-00022_jpg.rf.174b97655544845cc0a0f9c83df52d7a.txt,cate6-00022,30,0,-,2,"35, 45",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
572,cate8-00382_jpg.rf.b15b5fc2ba64ab191e962dde3fef7395.txt,cate8-00382,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
573,cate8-00059_jpg.rf.d0bd3cb39cc429692abe9c8cf6f9c75e.txt,cate8-00059,30,0,-,2,"35, 45",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
574,cate8-00397_jpg.rf.eb7faf7d09153e1c2d3ef9e353ea715d.txt,cate8-00397,30,0,-,2,"34, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
575,cate8-00383_jpg.rf.0c819da589fc6a22551c5fadc48cfeef.txt,cate8-00383,30,0,-,2,"18, 25",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
576,cate8-00059_jpg.rf.994e96ae1f8dd0df99e185317bf43587.txt,cate8-00059,30,0,-,2,"35, 45",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
577,cate8-00383_jpg.rf.ae2c13dba01cfae2c7928315b0c128a4.txt,cate8-00383,30,0,-,2,"18, 25",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
